Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR8369322,2018-12-27 16:57:11,2018-12-25 20:07:07,13992836,932249404,0,66,394,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR008/369/SRR8369322.sralite.1,SRX5179499,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186726,SAMN10643393,simple,9606,Homo sapiens,GSM3530279,,,,,,,no,,,,,GEO,SRA827017,,public,FEBE550C2A72D532CF86E1F003FAE1AA,E461FE3A77D2F0DCA888BFAB8D3DB61B
SRR8369323,2018-12-27 16:57:11,2018-12-25 20:07:52,13865245,923232098,0,66,391,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369323/SRR8369323.sralite.1,SRX5179499,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186726,SAMN10643393,simple,9606,Homo sapiens,GSM3530279,,,,,,,no,,,,,GEO,SRA827017,,public,90457B6A600D534051D4F287AB4CBC30,F94269669BBED7A2D596C8B067B33CAB
SRR8369324,2018-12-27 16:57:11,2018-12-25 20:07:25,12730802,869475890,0,68,368,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369324/SRR8369324.sralite.1,SRX5179500,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186727,SAMN10643392,simple,9606,Homo sapiens,GSM3530280,,,,,,,no,,,,,GEO,SRA827017,,public,C761D8F03BEBD311983D2E0AF60D36B9,911F7678B18B82690463CEBC93C84D85
SRR8369325,2018-12-27 16:57:11,2018-12-25 20:07:22,12846115,877601470,0,68,373,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369325/SRR8369325.sralite.1,SRX5179500,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186727,SAMN10643392,simple,9606,Homo sapiens,GSM3530280,,,,,,,no,,,,,GEO,SRA827017,,public,08E803AE3D96DE961B23D95FE15D8163,8874CA34505B35B70BBED1CF1E6CFF7B
SRR8369326,2018-12-27 16:57:11,2018-12-25 20:07:11,12966201,885263508,0,68,375,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369326/SRR8369326.sralite.1,SRX5179500,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186727,SAMN10643392,simple,9606,Homo sapiens,GSM3530280,,,,,,,no,,,,,GEO,SRA827017,,public,F4C1A9304D3B7E2E4955C8C7DC3AAE0B,BDC8E28A0847D3446A3B632B35E85D27
SRR8369327,2018-12-27 16:57:11,2018-12-25 20:06:29,12897149,880138959,0,68,375,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369327/SRR8369327.sralite.1,SRX5179500,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186727,SAMN10643392,simple,9606,Homo sapiens,GSM3530280,,,,,,,no,,,,,GEO,SRA827017,,public,E64A6BD92EAD0985801E3105D8FFA230,02B0E11715EE3EFB9496D1F521DD7FEA
SRR8369328,2018-12-27 16:57:11,2018-12-25 20:03:43,1287086,90519568,0,70,36,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/369/SRR8369328.sralite.1,SRX5179501,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186728,SAMN10643391,simple,9606,Homo sapiens,GSM3530281,,,,,,,no,,,,,GEO,SRA827017,,public,CF1141F992D397A05C774FF52C52D141,3A28A3E39591558CC43D520D988D3786
SRR8369329,2018-12-27 16:57:11,2018-12-25 20:03:43,1284978,90445162,0,70,37,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369329/SRR8369329.sralite.1,SRX5179501,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186728,SAMN10643391,simple,9606,Homo sapiens,GSM3530281,,,,,,,no,,,,,GEO,SRA827017,,public,31427A56B145AE170B662E179F2605DF,388A2F19D4BE31E41FFEDE9BD478F755
SRR8369330,2018-12-27 16:57:11,2018-12-25 20:03:45,1274239,89694456,0,70,36,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369330/SRR8369330.sralite.1,SRX5179501,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186728,SAMN10643391,simple,9606,Homo sapiens,GSM3530281,,,,,,,no,,,,,GEO,SRA827017,,public,71173C6EA0A238915432219288ED8932,53D682A96273D1429F06A591324C066A
SRR8369331,2018-12-27 16:57:11,2018-12-25 20:03:48,1255296,88430673,0,70,36,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369331/SRR8369331.sralite.1,SRX5179501,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186728,SAMN10643391,simple,9606,Homo sapiens,GSM3530281,,,,,,,no,,,,,GEO,SRA827017,,public,40D996965D77223D8903F718BE66A232,641CB52958B67D2488310BEE9DFD9679
SRR8369332,2018-12-27 16:57:12,2018-12-25 20:03:38,811236,42403043,0,52,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369332/SRR8369332.sralite.1,SRX5179502,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186729,SAMN10643390,simple,9606,Homo sapiens,GSM3530282,,,,,,,no,,,,,GEO,SRA827017,,public,5E6983891AF061687D7ACFAD30F2FF32,7A6E7275B73AC04041F5E0815C21B199
SRR8369333,2018-12-27 16:57:12,2018-12-25 20:03:42,796669,41821637,0,52,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369333/SRR8369333.sralite.1,SRX5179502,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186729,SAMN10643390,simple,9606,Homo sapiens,GSM3530282,,,,,,,no,,,,,GEO,SRA827017,,public,25F54445AD2D9322782D05443DFF23B5,0B373D5F03CE9ADFB39875679B349C70
SRR8369334,2018-12-27 16:57:12,2018-12-25 20:03:34,792921,41589418,0,52,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369334/SRR8369334.sralite.1,SRX5179502,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186729,SAMN10643390,simple,9606,Homo sapiens,GSM3530282,,,,,,,no,,,,,GEO,SRA827017,,public,22701EADD91DE92839399494BED5B98C,6E7AF544770E8B622978C1566639561C
SRR8369335,2018-12-27 16:57:12,2018-12-25 20:03:36,771377,40614070,0,52,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/369/SRR8369335.sralite.1,SRX5179502,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186729,SAMN10643390,simple,9606,Homo sapiens,GSM3530282,,,,,,,no,,,,,GEO,SRA827017,,public,8CFBFB60E53BFD52198B809A8E695650,6534BFEC75FB7A24D23A6C7F2160CD8E
SRR8369336,2018-12-27 16:57:12,2018-12-25 20:07:29,17850865,1008952924,0,56,411,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/369/SRR8369336.sralite.1,SRX5179503,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186730,SAMN10643389,simple,9606,Homo sapiens,GSM3530283,,,,,,,no,,,,,GEO,SRA827017,,public,20AC0A7C143B6C9E3D15C41824E27467,FAF4AB1B00DF9A1BD45944DA32F1D5E4
SRR8369337,2018-12-27 16:57:12,2018-12-25 20:08:32,17481954,988897551,0,56,404,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369337/SRR8369337.sralite.1,SRX5179503,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186730,SAMN10643389,simple,9606,Homo sapiens,GSM3530283,,,,,,,no,,,,,GEO,SRA827017,,public,BE16E892D302120609E5781AAB4D600F,0C7695EEC8DAF124CAF0C49486749F7E
SRR8369338,2018-12-27 16:57:12,2018-12-25 20:07:24,17828714,1009669278,0,56,413,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369338/SRR8369338.sralite.1,SRX5179503,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186730,SAMN10643389,simple,9606,Homo sapiens,GSM3530283,,,,,,,no,,,,,GEO,SRA827017,,public,76787043121D272FE97DB2C33C82E6CD,FCE7DAC8B9D5E07F48AE7777DB56B4B3
SRR8369339,2018-12-27 16:57:12,2018-12-25 20:07:20,17756927,1004132918,0,56,411,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369339/SRR8369339.sralite.1,SRX5179503,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186730,SAMN10643389,simple,9606,Homo sapiens,GSM3530283,,,,,,,no,,,,,GEO,SRA827017,,public,A43CDDD948C03CB30F7EA2E10754111C,3ED6296A89E29FF267AADF0FD206049F
SRR8369340,2018-12-27 16:57:12,2018-12-25 20:06:26,13582259,766070689,0,56,311,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369340/SRR8369340.sralite.1,SRX5179504,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186731,SAMN10643388,simple,9606,Homo sapiens,GSM3530284,,,,,,,no,,,,,GEO,SRA827017,,public,6E5C226F9A243C49B8778E96D5E572A2,1F878D5CEAE57F1661D9546C4F7FE303
SRR8369341,2018-12-27 16:57:12,2018-12-25 20:06:20,13284841,749878982,0,56,305,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369341/SRR8369341.sralite.1,SRX5179504,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186731,SAMN10643388,simple,9606,Homo sapiens,GSM3530284,,,,,,,no,,,,,GEO,SRA827017,,public,5AC2AF0EA47ACAF987D81BF6EF308A72,0D8AFD361B0D462F9CE3BFED1C895233
SRR8369342,2018-12-27 16:57:12,2018-12-25 20:07:10,13589149,768384187,0,56,313,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369342/SRR8369342.sralite.1,SRX5179504,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186731,SAMN10643388,simple,9606,Homo sapiens,GSM3530284,,,,,,,no,,,,,GEO,SRA827017,,public,E1C28B6DEF74F9E4A500F58850270820,807E022FC6365ED56EB651E7FCB408ED
SRR8369343,2018-12-27 16:57:12,2018-12-25 20:06:23,13456973,759798270,0,56,310,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369343/SRR8369343.sralite.1,SRX5179504,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186731,SAMN10643388,simple,9606,Homo sapiens,GSM3530284,,,,,,,no,,,,,GEO,SRA827017,,public,E4A12562152E71DF1CF69787DCC4996B,5D8C2B828FBCE587635B7919D95B9007
SRR8369344,2018-12-27 16:57:12,2018-12-25 20:07:02,11582957,811373393,0,70,315,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR008/369/SRR8369344.sralite.1,SRX5179505,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186732,SAMN10643387,simple,9606,Homo sapiens,GSM3530285,,,,,,,no,,,,,GEO,SRA827017,,public,9E9DBA0E0C6883F69E02C8008F7CED76,21066A771DC461088B3CD6B22BF10D70
SRR8369345,2018-12-27 16:57:12,2018-12-25 20:07:10,11940975,834300509,0,69,321,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR008/369/SRR8369345.sralite.1,SRX5179505,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186732,SAMN10643387,simple,9606,Homo sapiens,GSM3530285,,,,,,,no,,,,,GEO,SRA827017,,public,1FDE6CAEAC89D974A5649B8689ACEE17,D2653AC5C3B75C124646DC4B24E4624F
SRR8369346,2018-12-27 16:57:12,2018-12-25 20:06:07,11525418,806399490,0,69,312,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369346/SRR8369346.sralite.1,SRX5179505,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186732,SAMN10643387,simple,9606,Homo sapiens,GSM3530285,,,,,,,no,,,,,GEO,SRA827017,,public,DAD4F4C5980A9409F5678E05A1C7C344,B0FA814E0662CEA1DCEC6AA5CFB0398F
SRR8369347,2018-12-27 16:57:12,2018-12-25 20:06:52,12348024,862730924,0,69,330,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR008/369/SRR8369347.sralite.1,SRX5179505,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186732,SAMN10643387,simple,9606,Homo sapiens,GSM3530285,,,,,,,no,,,,,GEO,SRA827017,,public,A4056E98AB527EC1DC09BD962DDEFA2B,4FEBDF9A7977340E4BF75AA0975F6C8C
SRR8369348,2019-01-09 09:30:11,2019-01-09 09:26:54,28542890,1883858646,0,66,792,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369348/SRR8369348.sralite.1,SRX5179506,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186733,SAMN10643386,simple,9606,Homo sapiens,GSM3530286,,,,,,,no,,,,,GEO,SRA827017,,public,5BFC7D3A41C2F61A2B5D8596F3F1CFF2,7AE2DDFAC52C6DDF193713B80B4F176D
SRR8369349,2018-12-27 16:57:12,2018-12-25 20:06:40,15500391,1025067233,0,66,432,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369349/SRR8369349.sralite.1,SRX5179506,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186733,SAMN10643386,simple,9606,Homo sapiens,GSM3530286,,,,,,,no,,,,,GEO,SRA827017,,public,61F55CD3E41A90A18586766D7BE85CD0,E7E1AE562795EBA5EBBEC8EB0D058835
SRR8369350,2018-12-27 16:57:12,2018-12-25 20:06:32,15337240,1012747936,0,66,426,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369350/SRR8369350.sralite.1,SRX5179506,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186733,SAMN10643386,simple,9606,Homo sapiens,GSM3530286,,,,,,,no,,,,,GEO,SRA827017,,public,D5DFF8CD3337540F25091FEAA708D52D,B1DC0D6231748A1BAB1A38265829D78C
SRR8369351,2018-12-27 16:57:12,2018-12-25 20:11:12,28667444,1888967953,0,65,800,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369351/SRR8369351.sralite.1,SRX5179506,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186733,SAMN10643386,simple,9606,Homo sapiens,GSM3530286,,,,,,,no,,,,,GEO,SRA827017,,public,78FB589DB47205BDD4E034C8611FC813,91C69201BA1085C0A993916CC477DEC2
SRR8369352,2018-12-27 16:57:12,2018-12-25 20:03:54,1414059,100599673,0,71,40,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/369/SRR8369352.sralite.1,SRX5179507,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186734,SAMN10643385,simple,9606,Homo sapiens,GSM3530287,,,,,,,no,,,,,GEO,SRA827017,,public,8483C0F0550300D1A8959C5518428CD2,485FDB7D26DD63B0D0170A68FEA24A87
SRR8369353,2018-12-27 16:57:12,2018-12-25 20:03:55,1413641,100615608,0,71,41,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369353/SRR8369353.sralite.1,SRX5179507,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186734,SAMN10643385,simple,9606,Homo sapiens,GSM3530287,,,,,,,no,,,,,GEO,SRA827017,,public,D010C25811E80F1919A943F4CE605168,64D5520A0E8C7BC0CE08AD4EC41AA65F
SRR8369354,2018-12-27 16:57:12,2018-12-25 20:03:55,1399784,99669349,0,71,40,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369354/SRR8369354.sralite.1,SRX5179507,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186734,SAMN10643385,simple,9606,Homo sapiens,GSM3530287,,,,,,,no,,,,,GEO,SRA827017,,public,DD24F2C76E59B78C44F0FDDB83E6858B,63580B84800B13F00051E1C0EC7A5874
SRR8369355,2018-12-27 16:57:12,2018-12-25 20:03:52,1378220,98176939,0,71,40,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369355/SRR8369355.sralite.1,SRX5179507,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186734,SAMN10643385,simple,9606,Homo sapiens,GSM3530287,,,,,,,no,,,,,GEO,SRA827017,,public,B2F61E266F0F3A37F38E95BF3AD34EE0,C95F3AF0FF20EA574626181D63CF31B2
