Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR18710783,2022-05-03 09:09:23,2022-04-11 11:40:39,12545137,1492871303,12545137,119,635,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR018/18710/SRR18710783/SRR18710783.lite.1,SRX14811528,,RNA-Seq,cDNA,OTHER,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP369370,PRJNA819476,,819476,SRS12568284,SAMN27517652,simple,9606,Homo sapiens,GSM6038244,,,,,,,no,,,,,GEO,SRA1401912,,public,D9F8D73AF1B078C693A7FA9650F03860,7D2EDDF3D0943C6FD561EC629A44E1EF
SRR18710784,2022-05-03 09:09:23,2022-04-11 12:14:39,77580498,9232079262,77580498,119,3713,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR018/18710/SRR18710784/SRR18710784.lite.1,SRX14811529,,RNA-Seq,cDNA,TRANSCRIPTOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP369370,PRJNA819476,,819476,SRS12568285,SAMN27517653,simple,9606,Homo sapiens,GSM6038245,,,,,,,no,,,,,GEO,SRA1401912,,public,228A3B876BC1EE81C5EB49EAE8B4521C,ED4A8EE7F2094C2EB8C2CA97D1C36D85
SRR18710785,2022-05-03 09:09:23,2022-04-11 11:41:28,12566320,1495392080,12566320,119,635,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR018/18710/SRR18710785/SRR18710785.lite.1,SRX14811530,,RNA-Seq,cDNA,OTHER,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP369370,PRJNA819476,,819476,SRS12568286,SAMN27517654,simple,9606,Homo sapiens,GSM6038246,,,,,,,no,,,,,GEO,SRA1401912,,public,782B91A1BFC9B68197CDCEBC176D9C93,290B6D857F4E8CF519E45C6475741286
SRR18710786,2022-05-03 09:09:23,2022-04-11 12:00:17,75418582,8974811258,75418582,119,3612,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR018/18710/SRR18710786/SRR18710786.lite.1,SRX14811531,,RNA-Seq,cDNA,TRANSCRIPTOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP369370,PRJNA819476,,819476,SRS12568287,SAMN27517655,simple,9606,Homo sapiens,GSM6038247,,,,,,,no,,,,,GEO,SRA1401912,,public,D03F44D9FB698CDBC68639857CC062A3,037F58249A457BCE2D5F59619A95DE41
SRR18710787,2022-05-03 09:09:23,2022-04-11 11:41:14,12555501,1494104619,12555501,119,636,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18710/SRR18710787/SRR18710787.lite.1,SRX14811532,,RNA-Seq,cDNA,OTHER,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP369370,PRJNA819476,,819476,SRS12568288,SAMN27517656,simple,9606,Homo sapiens,GSM6038248,,,,,,,no,,,,,GEO,SRA1401912,,public,B6DFB539B67D92918873454E5383CC67,709A7D9D359FFCA9BD56DEEABDA9EE77
SRR18710788,2022-05-03 09:09:23,2022-04-11 12:13:00,78956992,9395882048,78956992,119,3775,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18710/SRR18710788/SRR18710788.lite.1,SRX14811533,,RNA-Seq,cDNA,TRANSCRIPTOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP369370,PRJNA819476,,819476,SRS12568289,SAMN27517657,simple,9606,Homo sapiens,GSM6038249,,,,,,,no,,,,,GEO,SRA1401912,,public,560B3B873277769809BC8683FE2117EC,3D4045A534C6FE6311E8DB088CC31D03
SRR18710789,2022-05-03 09:09:23,2022-04-11 11:41:51,13271594,1579319686,13271594,119,670,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18710/SRR18710789/SRR18710789.lite.1,SRX14811534,,RNA-Seq,cDNA,OTHER,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP369370,PRJNA819476,,819476,SRS12568290,SAMN27517658,simple,9606,Homo sapiens,GSM6038250,,,,,,,no,,,,,GEO,SRA1401912,,public,7D761C40F4F6AA4620F2C3C1929BD4E2,551833188304C0C2CDE50473D71F93FD
SRR18710790,2022-05-03 09:09:23,2022-04-11 12:03:01,81333451,9678680669,81333451,119,3880,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18710/SRR18710790/SRR18710790.lite.1,SRX14811535,,RNA-Seq,cDNA,TRANSCRIPTOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP369370,PRJNA819476,,819476,SRS12568291,SAMN27517659,simple,9606,Homo sapiens,GSM6038251,,,,,,,no,,,,,GEO,SRA1401912,,public,06E033E957CCFD8D6E42A8B7D412DF93,6E8D257F6E8C7EB302A6C987BC713E28
SRR18710791,2022-05-03 09:09:23,2022-04-11 11:42:18,14457323,1720421437,14457323,119,729,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18710/SRR18710791/SRR18710791.lite.1,SRX14811536,,RNA-Seq,cDNA,OTHER,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP369370,PRJNA819476,,819476,SRS12568292,SAMN27517660,simple,9606,Homo sapiens,GSM6038252,,,,,,,no,,,,,GEO,SRA1401912,,public,328D7AE8D72D56D6CD8CF58564F29146,6A56F934DACC25E854F6919FF333287B
SRR18710792,2022-05-03 09:09:23,2022-04-11 12:16:16,81363451,9682250669,81363451,119,3896,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR018/18710/SRR18710792/SRR18710792.lite.1,SRX14811537,,RNA-Seq,cDNA,TRANSCRIPTOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP369370,PRJNA819476,,819476,SRS12568293,SAMN27517661,simple,9606,Homo sapiens,GSM6038253,,,,,,,no,,,,,GEO,SRA1401912,,public,397A1DA88E5268EA1CC0388520BF288B,EB4A1EE5CF139049324CB2385CDAF058
